,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
794,GANC,1,1,178,0.6%,"No
"
795,CXXC4,1,1,178,0.6%,"No
"
796,IFIT3,1,1,178,0.6%,"No
"
797,TINAG,1,1,178,0.6%,"No
"
798,STK11IP,1,1,178,0.6%,"No
"
799,OR51B4,1,1,178,0.6%,"No
"
800,ELFN2,1,1,178,0.6%,"No
"
801,NF1,17,16,178,9.0%,"Yes
"
802,TCF19,1,1,178,0.6%,"No
"
803,CASP2,1,1,178,0.6%,"No
"
804,CASP3,1,1,178,0.6%,"No
"
805,NFE2L2,1,1,178,0.6%,"Yes
"
806,ZNF507,2,2,178,1.1%,"No
"
807,AAK1,1,1,178,0.6%,"No
"
808,TADA2B,1,1,178,0.6%,"No
"
809,ETV6,1,1,178,0.6%,"Yes
"
810,CNTN1,1,1,178,0.6%,"No
"
811,LCE1E,1,1,178,0.6%,"No
"
812,SPHKAP,4,4,178,2.2%,"No
"
813,ETV1,1,1,178,0.6%,"Yes
"
814,EPC1,1,1,178,0.6%,"No
"
815,IFNA7,1,1,178,0.6%,"No
"
816,LRRC7,1,1,178,0.6%,"No
"
817,OR8D1,1,1,178,0.6%,"No
"
818,HRNR,1,1,178,0.6%,"No
"
819,ASZ1,1,1,178,0.6%,"No
"
820,PRODH,1,1,178,0.6%,"No
"
821,LRP8,1,1,178,0.6%,"No
"
822,PROS1,1,1,178,0.6%,"No
"
823,ACSM2B,1,1,178,0.6%,"No
"
824,ZNF862,1,1,178,0.6%,"No
"
825,DCAF11,1,1,178,0.6%,"No
"
826,SIPA1L2,1,1,178,0.6%,"No
"
827,SYT16,1,1,178,0.6%,"No
"
828,PGLYRP2,1,1,178,0.6%,"No
"
829,EVPL,1,1,178,0.6%,"No
"
830,ESYT3,1,1,178,0.6%,"No
"
831,AFDN,1,1,178,0.6%,"Yes
"
832,PPM1M,1,1,178,0.6%,"No
"
833,MLLT6,3,3,178,1.7%,"Yes
"
834,PRPS2,1,1,178,0.6%,"No
"
835,CSDE1,4,4,178,2.2%,"Yes
"
836,TRPM1,1,1,178,0.6%,"No
"
837,CAGE1,1,1,178,0.6%,"No
"
838,TTN-AS1,1,1,178,0.6%,"No
"
839,SCAF8,1,1,178,0.6%,"No
"
840,ZNF471,1,1,178,0.6%,"No
"
841,NOPCHAP1,1,1,178,0.6%,"No
"
842,COL6A3,1,1,178,0.6%,"No
"
843,EYA3,1,1,178,0.6%,"No
"
844,UNC79,2,2,178,1.1%,"No
"
845,IQSEC3,1,1,178,0.6%,"No
"
846,RUNX1T1,1,1,178,0.6%,"Yes
"
847,PPP1R13L,1,1,178,0.6%,"No
"
848,KIAA1217,1,1,178,0.6%,"No
"
849,MARCHF4,1,1,178,0.6%,"No
"
850,DAB2IP,1,1,178,0.6%,"No
"
851,MMP2,1,1,178,0.6%,"No
"
852,LSM11,1,1,178,0.6%,"No
"
853,ALDH1L1,1,1,178,0.6%,"No
"
854,MMP8,1,1,178,0.6%,"No
"
855,PPP1R17,1,1,178,0.6%,"No
"
856,OR10G8,1,1,178,0.6%,"No
"
857,BTBD10,1,1,178,0.6%,"No
"
858,MN1,1,1,178,0.6%,"Yes
"
859,ALMS1,2,2,178,1.1%,"No
"
860,IGFBP3,1,1,178,0.6%,"No
"
861,WASHC4,1,1,178,0.6%,"No
"
862,IGF1R,1,1,178,0.6%,"Yes
"
863,ZACN,1,1,178,0.6%,"No
"
864,CHST15,1,1,178,0.6%,"No
"
865,DNAH1,1,1,178,0.6%,"No
"
866,MMP14,1,1,178,0.6%,"No
"
867,ENOX2,2,2,178,1.1%,"No
"
868,MMP15,1,1,178,0.6%,"No
"
869,TANK,1,1,178,0.6%,"No
"
870,STK25,1,1,178,0.6%,"No
"
871,ATF7IP,1,1,178,0.6%,"No
"
872,SLC1A3,1,1,178,0.6%,"No
"
873,PSG2,1,1,178,0.6%,"No
"
874,LEXM,1,1,178,0.6%,"No
"
875,GNE,1,1,178,0.6%,"No
"
876,IGHD,1,1,178,0.6%,"No
"
877,IGHA2,1,1,178,0.6%,"No
"
878,SZT2,2,2,178,1.1%,"No
"
879,F13A1,2,2,178,1.1%,"No
"
880,F12,1,1,178,0.6%,"No
"
881,POPDC3,1,1,178,0.6%,"No
"
882,JADE2,2,2,178,1.1%,"No
"
883,SEC14L3,1,1,178,0.6%,"No
"
884,FAM221B,1,1,178,0.6%,"No
"
885,TEX10,1,1,178,0.6%,"No
"
886,BCOR,2,2,178,1.1%,"Yes
"
887,F8,1,1,178,0.6%,"No
"
888,TDGF1,1,1,178,0.6%,"No
"
889,ARNT,2,2,178,1.1%,"Yes
"
890,BMAL1,1,1,178,0.6%,"No
"
891,NSUN2,1,1,178,0.6%,"No
"
892,BLTP3A,1,1,178,0.6%,"No
"
893,MPP2,1,1,178,0.6%,"No
"
894,FANCC,1,1,178,0.6%,"Yes
"
895,ADGRA2,1,1,178,0.6%,"Yes
"
